id,choice,zip,year_birth,gender,annual_income,household_annual_income,number_vehicles,level_education,work_type,children_home,household_type,status_in_household,type_residence,housing_tenure_type,origin,race,citizenship,risk_activities_sports,price_attribute,availability,probability_fatality,training,number_passengers,takeoff_location,price_dollars,alternative
1,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,2,0,1,0,0,0,453125,suborbital
1,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,2,0,0,1,0,0,453125,orbital
1,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,0,0,0,0,1,0,3750,moon_trip
1,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
2,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,2,0,0,1,0,0,453125,suborbital
2,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,2,0,0,1,1,1,453125,orbital
2,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,2,1,1,0,0,0,453125,moon_trip
2,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
3,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,1,1,1,0,0,62500,suborbital
3,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,2,1,0,0,0,1,453125,orbital
3,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,0,0,0,1,1,62500,moon_trip
3,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
4,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,0,1,1,0,1,0,3750,suborbital
4,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,0,1,0,0,1,62500,orbital
4,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,1,0,1,0,0,62500,moon_trip
4,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
5,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,1,0,1,1,0,62500,suborbital
5,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,0,0,0,1,1,62500,orbital
5,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,0,0,1,1,1,0,3750,moon_trip
5,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
6,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,0,1,0,0,0,1,3750,suborbital
6,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,1,0,1,1,0,62500,orbital
6,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,0,1,0,0,1,62500,moon_trip
6,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
7,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,0,0,0,1,0,1,3750,suborbital
7,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,0,1,0,1,1,62500,orbital
7,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,1,1,1,0,0,62500,moon_trip
7,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
8,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,0,0,0,1,1,62500,suborbital
8,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,0,0,0,0,1,0,3750,orbital
8,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,2,0,0,1,1,1,453125,moon_trip
8,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
9,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,0,1,0,1,1,62500,suborbital
9,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,1,1,1,0,0,62500,orbital
9,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,2,1,0,0,0,1,453125,moon_trip
9,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
10,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,2,1,1,0,1,1,453125,suborbital
10,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,1,1,0,1,0,0,62500,orbital
10,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,0,1,1,1,1,1,3750,moon_trip
10,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
11,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,2,0,0,1,1,1,453125,suborbital
11,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,0,1,1,0,1,0,3750,orbital
11,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,0,0,0,1,0,1,3750,moon_trip
11,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
12,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,0,1,1,1,1,1,3750,suborbital
12,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,0,1,1,1,0,1,3750,orbital
12,0,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,2,1,1,0,1,1,453125,moon_trip
12,1,55906,1976,1,8,9,1,7,1,2,1,1,1,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
13,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,2,0,1,0,0,0,154062.5,suborbital
13,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,2,0,0,1,0,0,154062.5,orbital
13,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,0,0,0,0,1,0,1275,moon_trip
13,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
14,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,2,0,0,1,0,0,154062.5,suborbital
14,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,2,0,0,1,1,1,154062.5,orbital
14,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,2,1,1,0,0,0,154062.5,moon_trip
14,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
15,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,1,1,1,0,0,21250,suborbital
15,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,2,1,0,0,0,1,154062.5,orbital
15,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,0,0,0,1,1,21250,moon_trip
15,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
16,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,0,1,1,0,1,0,1275,suborbital
16,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,0,1,0,0,1,21250,orbital
16,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,1,0,1,0,0,21250,moon_trip
16,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
17,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,1,0,1,1,0,21250,suborbital
17,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,0,0,0,1,1,21250,orbital
17,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,0,0,1,1,1,0,1275,moon_trip
17,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
18,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,0,1,0,0,0,1,1275,suborbital
18,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,1,0,1,1,0,21250,orbital
18,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,0,1,0,0,1,21250,moon_trip
18,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
19,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,0,0,0,1,0,1,1275,suborbital
19,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,0,1,0,1,1,21250,orbital
19,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,1,1,1,0,0,21250,moon_trip
19,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
20,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,0,0,0,1,1,21250,suborbital
20,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,0,0,0,0,1,0,1275,orbital
20,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,2,0,0,1,1,1,154062.5,moon_trip
20,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
21,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,0,1,0,1,1,21250,suborbital
21,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,1,1,1,0,0,21250,orbital
21,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,2,1,0,0,0,1,154062.5,moon_trip
21,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
22,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,2,1,1,0,1,1,154062.5,suborbital
22,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,1,1,0,1,0,0,21250,orbital
22,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,0,1,1,1,1,1,1275,moon_trip
22,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
23,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,2,0,0,1,1,1,154062.5,suborbital
23,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,0,1,1,0,1,0,1275,orbital
23,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,0,0,0,1,0,1,1275,moon_trip
23,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
24,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,0,1,1,1,1,1,1275,suborbital
24,1,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,0,1,1,1,0,1,1275,orbital
24,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,2,1,1,0,1,1,154062.5,moon_trip
24,0,10429,1992,1,5,7,2,6,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
25,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,2,0,1,0,0,0,154062.5,suborbital
25,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,2,0,0,1,0,0,154062.5,orbital
25,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,0,0,0,0,1,0,1275,moon_trip
25,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
26,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,2,0,0,1,0,0,154062.5,suborbital
26,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,2,0,0,1,1,1,154062.5,orbital
26,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,2,1,1,0,0,0,154062.5,moon_trip
26,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
27,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,1,1,1,0,0,21250,suborbital
27,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,2,1,0,0,0,1,154062.5,orbital
27,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,0,0,0,1,1,21250,moon_trip
27,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
28,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,0,1,1,0,1,0,1275,suborbital
28,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,0,1,0,0,1,21250,orbital
28,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,1,0,1,0,0,21250,moon_trip
28,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
29,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,1,0,1,1,0,21250,suborbital
29,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,0,0,0,1,1,21250,orbital
29,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,0,0,1,1,1,0,1275,moon_trip
29,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
30,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,0,1,0,0,0,1,1275,suborbital
30,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,1,0,1,1,0,21250,orbital
30,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,0,1,0,0,1,21250,moon_trip
30,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
31,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,0,0,0,1,0,1,1275,suborbital
31,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,0,1,0,1,1,21250,orbital
31,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,1,1,1,0,0,21250,moon_trip
31,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
32,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,0,0,0,1,1,21250,suborbital
32,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,0,0,0,0,1,0,1275,orbital
32,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,2,0,0,1,1,1,154062.5,moon_trip
32,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
33,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,0,1,0,1,1,21250,suborbital
33,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,1,1,1,0,0,21250,orbital
33,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,2,1,0,0,0,1,154062.5,moon_trip
33,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
34,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,2,1,1,0,1,1,154062.5,suborbital
34,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,1,1,0,1,0,0,21250,orbital
34,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,0,1,1,1,1,1,1275,moon_trip
34,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
35,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,2,0,0,1,1,1,154062.5,suborbital
35,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,0,1,1,0,1,0,1275,orbital
35,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,0,0,0,1,0,1,1275,moon_trip
35,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
36,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,0,1,1,1,1,1,1275,suborbital
36,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,0,1,1,1,0,1,1275,orbital
36,1,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,2,1,1,0,1,1,154062.5,moon_trip
36,0,90201,1995,1,5,7,2,6,1,1,1,1,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
37,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,2,0,1,0,0,0,18125,suborbital
37,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,2,0,0,1,0,0,18125,orbital
37,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,0,0,0,0,1,0,150,moon_trip
37,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
38,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,2,0,0,1,0,0,18125,suborbital
38,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,2,0,0,1,1,1,18125,orbital
38,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,2,1,1,0,0,0,18125,moon_trip
38,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
39,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,1,1,1,0,0,2500,suborbital
39,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,2,1,0,0,0,1,18125,orbital
39,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,0,0,0,1,1,2500,moon_trip
39,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
40,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,0,1,1,0,1,0,150,suborbital
40,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,0,1,0,0,1,2500,orbital
40,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,1,0,1,0,0,2500,moon_trip
40,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
41,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,1,0,1,1,0,2500,suborbital
41,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,0,0,0,1,1,2500,orbital
41,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,0,0,1,1,1,0,150,moon_trip
41,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
42,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,0,1,0,0,0,1,150,suborbital
42,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,1,0,1,1,0,2500,orbital
42,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,0,1,0,0,1,2500,moon_trip
42,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
43,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,0,0,0,1,0,1,150,suborbital
43,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,0,1,0,1,1,2500,orbital
43,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,1,1,1,0,0,2500,moon_trip
43,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
44,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,0,0,0,1,1,2500,suborbital
44,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,0,0,0,0,1,0,150,orbital
44,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,2,0,0,1,1,1,18125,moon_trip
44,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
45,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,0,1,0,1,1,2500,suborbital
45,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,1,1,1,0,0,2500,orbital
45,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,2,1,0,0,0,1,18125,moon_trip
45,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
46,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,2,1,1,0,1,1,18125,suborbital
46,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,1,1,0,1,0,0,2500,orbital
46,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,0,1,1,1,1,1,150,moon_trip
46,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
47,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,2,0,0,1,1,1,18125,suborbital
47,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,0,1,1,0,1,0,150,orbital
47,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,0,0,0,1,0,1,150,moon_trip
47,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
48,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,0,1,1,1,1,1,150,suborbital
48,1,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,0,1,1,1,0,1,150,orbital
48,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,2,1,1,0,1,1,18125,moon_trip
48,0,10013,1990,1,1,1,1,7,4,1,7,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
49,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,2,0,1,0,0,0,317187.5,suborbital
49,1,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,2,0,0,1,0,0,317187.5,orbital
49,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,0,0,0,0,1,0,2625,moon_trip
49,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
50,1,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,2,0,0,1,0,0,317187.5,suborbital
50,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,2,0,0,1,1,1,317187.5,orbital
50,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,2,1,1,0,0,0,317187.5,moon_trip
50,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
51,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,1,1,1,0,0,43750,suborbital
51,1,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,2,1,0,0,0,1,317187.5,orbital
51,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,0,0,0,1,1,43750,moon_trip
51,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
52,1,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,0,1,1,0,1,0,2625,suborbital
52,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,0,1,0,0,1,43750,orbital
52,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,1,0,1,0,0,43750,moon_trip
52,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
53,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,1,0,1,1,0,43750,suborbital
53,1,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,0,0,0,1,1,43750,orbital
53,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,0,0,1,1,1,0,2625,moon_trip
53,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
54,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,0,1,0,0,0,1,2625,suborbital
54,1,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,1,0,1,1,0,43750,orbital
54,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,0,1,0,0,1,43750,moon_trip
54,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
55,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,0,0,0,1,0,1,2625,suborbital
55,1,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,0,1,0,1,1,43750,orbital
55,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,1,1,1,0,0,43750,moon_trip
55,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
56,1,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,0,0,0,1,1,43750,suborbital
56,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,0,0,0,0,1,0,2625,orbital
56,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,2,0,0,1,1,1,317187.5,moon_trip
56,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
57,0,93003,1955,2,7,7,1,7,1,3,1,1,1,1,2,1,1,2,1,0,1,0,1,1,43750,suborbital
