id,choice,zip,year_birth,gender,annual_income,household_annual_income,number_vehicles,level_education,work_type,children_home,household_type,status_in_household,type_residence,housing_tenure_type,origin,race,citizenship,risk_activities_sports,price_attribute,availability,probability_fatality,training,number_passengers,takeoff_location,price_dollars,alternative
1128,0,10533,1995,2,6,5,1,3,1,1,7,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1129,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,0,0,0,0,0,1875,suborbital
1129,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,1,1,0,0,0,226562.5,orbital
1129,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,0,0,1,0,0,226562.5,moon_trip
1129,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1130,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,1,1,0,0,0,226562.5,suborbital
1130,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,1,1,0,0,1,0,31250,orbital
1130,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,1,1,0,1,0,1875,moon_trip
1130,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1131,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,1,1,0,1,0,0,31250,suborbital
1131,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,0,1,1,1,0,226562.5,orbital
1131,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,0,1,0,0,0,226562.5,moon_trip
1131,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1132,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,0,0,0,1,0,1875,suborbital
1132,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,0,0,0,0,0,1875,orbital
1132,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,1,0,0,0,1,1875,moon_trip
1132,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1133,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,1,1,0,0,1,0,31250,suborbital
1133,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,0,1,1,1,0,1875,orbital
1133,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,0,1,1,1,0,226562.5,moon_trip
1133,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1134,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,0,1,1,1,0,1875,suborbital
1134,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,1,0,1,1,1,226562.5,orbital
1134,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,1,1,0,1,1,0,31250,moon_trip
1134,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1135,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,0,1,1,1,0,226562.5,suborbital
1135,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,1,0,0,0,1,1875,orbital
1135,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,1,0,1,1,1,226562.5,moon_trip
1135,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1136,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,1,0,0,0,1,226562.5,suborbital
1136,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,1,1,1,1,1,1875,orbital
1136,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,1,1,1,0,1,1875,moon_trip
1136,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1137,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,1,0,1,0,0,1,31250,suborbital
1137,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,1,1,0,1,1,226562.5,orbital
1137,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,1,0,1,1,0,1,31250,moon_trip
1137,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1138,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,1,0,1,1,0,1,31250,suborbital
1138,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,0,0,1,0,1,1875,orbital
1138,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,1,1,0,0,1,0,31250,moon_trip
1138,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1139,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,1,1,1,0,1,1875,suborbital
1139,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,1,0,1,1,0,1,31250,orbital
1139,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,0,0,0,0,0,0,1875,moon_trip
1139,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1140,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,1,0,1,1,1,226562.5,suborbital
1140,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,2,0,1,0,0,0,226562.5,orbital
1140,1,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,1,0,1,0,1,1,31250,moon_trip
1140,0,78613,1969,2,6,7,2,6,1,2,1,2,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1141,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,0,0,0,0,0,525,suborbital
1141,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,1,1,0,0,0,63437.5,orbital
1141,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,0,0,1,0,0,63437.5,moon_trip
1141,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1142,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,1,1,0,0,0,63437.5,suborbital
1142,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,1,1,0,0,1,0,8750,orbital
1142,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,1,1,0,1,0,525,moon_trip
1142,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1143,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,1,1,0,1,0,0,8750,suborbital
1143,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,0,1,1,1,0,63437.5,orbital
1143,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,0,1,0,0,0,63437.5,moon_trip
1143,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1144,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,0,0,0,1,0,525,suborbital
1144,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,0,0,0,0,0,525,orbital
1144,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,1,0,0,0,1,525,moon_trip
1144,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1145,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,1,1,0,0,1,0,8750,suborbital
1145,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,0,1,1,1,0,525,orbital
1145,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,0,1,1,1,0,63437.5,moon_trip
1145,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1146,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,0,1,1,1,0,525,suborbital
1146,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,1,0,1,1,1,63437.5,orbital
1146,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,1,1,0,1,1,0,8750,moon_trip
1146,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1147,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,0,1,1,1,0,63437.5,suborbital
1147,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,1,0,0,0,1,525,orbital
1147,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,1,0,1,1,1,63437.5,moon_trip
1147,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1148,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,1,0,0,0,1,63437.5,suborbital
1148,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,1,1,1,1,1,525,orbital
1148,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,1,1,1,0,1,525,moon_trip
1148,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1149,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,1,0,1,0,0,1,8750,suborbital
1149,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,1,1,0,1,1,63437.5,orbital
1149,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,1,0,1,1,0,1,8750,moon_trip
1149,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1150,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,1,0,1,1,0,1,8750,suborbital
1150,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,0,0,1,0,1,525,orbital
1150,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,1,1,0,0,1,0,8750,moon_trip
1150,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1151,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,1,1,1,0,1,525,suborbital
1151,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,1,0,1,1,0,1,8750,orbital
1151,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,0,0,0,0,0,0,525,moon_trip
1151,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1152,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,1,0,1,1,1,63437.5,suborbital
1152,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,2,0,1,0,0,0,63437.5,orbital
1152,1,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,1,0,1,0,1,1,8750,moon_trip
1152,0,93535,1973,2,3,6,2,6,1,3,1,1,1,2,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1153,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,0,0,0,0,0,2625,suborbital
1153,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,1,1,0,0,0,317187.5,orbital
1153,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,0,0,1,0,0,317187.5,moon_trip
1153,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1154,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,1,1,0,0,0,317187.5,suborbital
1154,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,1,1,0,0,1,0,43750,orbital
1154,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,1,1,0,1,0,2625,moon_trip
1154,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1155,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,1,1,0,1,0,0,43750,suborbital
1155,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,0,1,1,1,0,317187.5,orbital
1155,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,0,1,0,0,0,317187.5,moon_trip
1155,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1156,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,0,0,0,1,0,2625,suborbital
1156,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,0,0,0,0,0,2625,orbital
1156,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,1,0,0,0,1,2625,moon_trip
1156,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1157,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,1,1,0,0,1,0,43750,suborbital
1157,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,0,1,1,1,0,2625,orbital
1157,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,0,1,1,1,0,317187.5,moon_trip
1157,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1158,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,0,1,1,1,0,2625,suborbital
1158,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,1,0,1,1,1,317187.5,orbital
1158,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,1,1,0,1,1,0,43750,moon_trip
1158,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1159,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,0,1,1,1,0,317187.5,suborbital
1159,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,1,0,0,0,1,2625,orbital
1159,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,1,0,1,1,1,317187.5,moon_trip
1159,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1160,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,1,0,0,0,1,317187.5,suborbital
1160,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,1,1,1,1,1,2625,orbital
1160,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,1,1,1,0,1,2625,moon_trip
1160,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1161,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,1,0,1,0,0,1,43750,suborbital
1161,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,1,1,0,1,1,317187.5,orbital
1161,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,1,0,1,1,0,1,43750,moon_trip
1161,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1162,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,1,0,1,1,0,1,43750,suborbital
1162,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,0,0,1,0,1,2625,orbital
1162,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,1,1,0,0,1,0,43750,moon_trip
1162,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1163,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,1,1,1,0,1,2625,suborbital
1163,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,1,0,1,1,0,1,43750,orbital
1163,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,0,0,0,0,0,0,2625,moon_trip
1163,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1164,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,1,0,1,1,1,317187.5,suborbital
1164,1,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,2,0,1,0,0,0,317187.5,orbital
1164,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,1,0,1,0,1,1,43750,moon_trip
1164,0,80027,1989,1,7,8,2,6,1,2,3,2,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1165,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,0,0,0,0,0,900,suborbital
1165,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,1,1,0,0,0,108750,orbital
1165,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,0,0,1,0,0,108750,moon_trip
1165,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1166,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,1,1,0,0,0,108750,suborbital
1166,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,1,1,0,0,1,0,15000,orbital
1166,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,1,1,0,1,0,900,moon_trip
1166,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1167,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,1,1,0,1,0,0,15000,suborbital
1167,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,0,1,1,1,0,108750,orbital
1167,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,0,1,0,0,0,108750,moon_trip
1167,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1168,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,0,0,0,1,0,900,suborbital
1168,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,0,0,0,0,0,900,orbital
1168,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,1,0,0,0,1,900,moon_trip
1168,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1169,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,1,1,0,0,1,0,15000,suborbital
1169,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,0,1,1,1,0,900,orbital
1169,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,0,1,1,1,0,108750,moon_trip
1169,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1170,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,0,1,1,1,0,900,suborbital
1170,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,1,0,1,1,1,108750,orbital
1170,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,1,1,0,1,1,0,15000,moon_trip
1170,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1171,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,0,1,1,1,0,108750,suborbital
1171,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,1,0,0,0,1,900,orbital
1171,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,1,0,1,1,1,108750,moon_trip
1171,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1172,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,1,0,0,0,1,108750,suborbital
1172,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,1,1,1,1,1,900,orbital
1172,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,1,1,1,0,1,900,moon_trip
1172,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1173,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,1,0,1,0,0,1,15000,suborbital
1173,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,1,1,0,1,1,108750,orbital
1173,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,1,0,1,1,0,1,15000,moon_trip
1173,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1174,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,1,0,1,1,0,1,15000,suborbital
1174,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,0,0,1,0,1,900,orbital
1174,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,1,1,0,0,1,0,15000,moon_trip
1174,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1175,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,1,1,1,0,1,900,suborbital
1175,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,1,0,1,1,0,1,15000,orbital
1175,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,0,0,0,0,0,0,900,moon_trip
1175,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1176,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,1,0,1,1,1,108750,suborbital
1176,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,2,0,1,0,0,0,108750,orbital
1176,0,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,1,0,1,0,1,1,15000,moon_trip
1176,1,43812,1975,2,4,6,2,6,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,not_travel
1177,1,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,0,0,0,0,0,0,1275,suborbital
1177,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,0,0,0,154062.5,orbital
1177,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,2,0,0,1,0,0,154062.5,moon_trip
1177,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1178,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,0,0,0,154062.5,suborbital
1178,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,1,1,0,0,1,0,21250,orbital
1178,1,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,0,1,1,0,1,0,1275,moon_trip
1178,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1179,1,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,0,21250,suborbital
1179,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,2,0,1,1,1,0,154062.5,orbital
1179,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,2,0,1,0,0,0,154062.5,moon_trip
1179,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1180,1,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,0,0,0,0,1,0,1275,suborbital
1180,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,0,0,0,0,0,0,1275,orbital
1180,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,0,1,0,0,0,1,1275,moon_trip
1180,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1181,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,1,1,0,0,1,0,21250,suborbital
1181,1,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,0,0,1,1,1,0,1275,orbital
1181,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,2,0,1,1,1,0,154062.5,moon_trip
1181,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1182,1,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,0,0,1,1,1,0,1275,suborbital
1182,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,2,1,0,1,1,1,154062.5,orbital
1182,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,0,21250,moon_trip
1182,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
1183,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,2,0,1,1,1,0,154062.5,suborbital
1183,1,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,0,1,0,0,0,1,1275,orbital
1183,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,2,1,0,1,1,1,154062.5,moon_trip
1183,0,32935,1993,1,5,5,1,3,1,1,2,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,not_travel
